ID,SMILES,IC50_mean,Type
CHEMBL3927558,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(N2CCOCC2)cc1,0.10300000000000001,1
CHEMBL3942866,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc2c(Cl)cccc2[nH]1,0.027999999999999997,1
CHEMBL3808866,CNC(=O)CCCCC[C@H](NC(=O)c1cncs1)c1ncc(-c2ccc(-c3ccn[nH]3)cc2)[nH]1,0.33,1
CHEMBL3655976,O=C(NO)c1cnc(NC2(c3ccco3)CC2)nc1,0.345,1
CHEMBL3656017,O=C(NO)c1cnc(NC2(c3ccc(F)cc3)CCCC2)nc1,2.157,0
CHEMBL4074187,O=C(O)C[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,12.6,0
CHEMBL3655964,O=C(NO)c1cnc(NC2(c3cccc(F)c3)CC2)nc1,0.233,1
CHEMBL3356929,O=C1C[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2)N1,0.008,1
CHEMBL1767045,CNC(=O)/C(CCCCC[C@@H](C(=O)Nc1ccccc1)N(Cc1ccc(OC)cc1)C(=O)OC(C)(C)C)=N\O,49.4,0
CHEMBL3973971,Cn1nc(C(=O)NCCCCCC(=O)Nc2ccccc2N)c2ccccc21,0.054000000000000006,1
CHEMBL3601780,Cc1ccc(Nc2nccc3ccc(NCc4ccc(/C=C/C(=O)NO)cc4)cc23)c(Br)c1,0.63254,1
CHEMBL3910502,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc(-c2ccccc2)n[nH]1,0.18100000000000002,1
CHEMBL3913133,CC(C)(O)c1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,0.254,1
CHEMBL3655950,O=C(NO)c1cnc(NC2(c3ccccc3)CC2)nc1,0.21899999999999997,1
CHEMBL3309286,CN1C(=O)CC(C)(C)c2cc(C(=O)NCCCCCCC(=O)NO)ccc21,0.027999999999999997,1
CHEMBL519668,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccccc3)nn2)c1)NO,0.0072,1
CHEMBL3915628,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1-c1cccc([N+](=O)[O-])c1)NO,0.364,1
CHEMBL3526942,Cc1[nH]c2cc(O)ccc2c1CCNCc1ccc(/C=C/C(N)=O)cc1,3.3,0
CHEMBL3957512,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cccc2cc[nH]c12,0.036000000000000004,1
CHEMBL4062908,CCc1ccc(Nc2ncnc3cc(NC(=O)CCCCCCC(=O)NO)sc23)cc1,0.3569,1
CHEMBL3655997,O=C(NO)c1cnc(NC2(c3ccc4c(c3)OCO4)CC2)nc1,0.049,1
CHEMBL3947397,CC(C)Cc1sc(-c2cscn2)nc1C(=O)NCCCCC(=O)NO,0.35200000000000004,1
CHEMBL3983635,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCCCCC(=O)NO)c(F)c1,1.83,0
CHEMBL3760013,O=C(NCCCCCCS)c1cc(-c2cnccn2)n[nH]1,0.023,1
CHEMBL4079541,O=C(NO)c1ccc(CN(CCO)C(=O)Cc2ccccc2)cc1,2.1,0
CHEMBL3976630,CCC(CC)(c1ccc(OCCCC(=O)NO)c(C)c1)c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1,9.83,0
CHEMBL3656001,O=C(NO)c1cnc(NC2(c3cc(F)cc(F)c3)CC2)nc1,0.316,1
CHEMBL3593247,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,0.00278,1
CHEMBL3339032,O=C(CCCCCCC(=O)Nc1cc2c(Nc3ccc(N4CCCC4)c(F)c3)ncnc2s1)NO,0.01405,1
CHEMBL3934399,CCCOc1ccccc1C(=O)NCCCCCC(=O)Nc1ccccc1N,0.135,1
CHEMBL3655958,O=C(NO)c1cnc(NC2(c3ccc(F)cc3)CC2)nc1,0.12,1
CHEMBL1165082,CCCCS(=O)(=O)NCCCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,725.0,0
CHEMBL472631,O=C(/C=C/c1ccc(/C=N/OCCN2CCOCC2)cc1)NO,4.08,0
CHEMBL3287268,CC(C)/C=C/c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,0.141,1
CHEMBL1767044,CNC(=O)/C(CCCCCCNC(=O)c1cc(-c2ccc(N)cc2)on1)=N/O,4.44,0
CHEMBL4092753,Nc1ccccc1NC(=O)c1ccc(NC(=O)CCN2C(=O)C3(OCCCO3)c3cc(Br)ccc32)cc1,0.019,1
CHEMBL561604,O=C(CCCCCC(c1c[nH]c2ccc([N+](=O)[O-])cc12)c1c[nH]c2ccc([N+](=O)[O-])cc12)NO,0.018000000000000002,1
CHEMBL3287263,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1CCOCc1ccccc1)NO,0.159,1
CHEMBL3938848,Nc1ccccc1NC(=O)/C=C/CCCNC(=O)c1ccc(F)cc1,0.348,1
CHEMBL3968223,Cn1cc(C(=O)NCCCCCC(=O)Nc2ccccc2N)c2ccccc21,0.055999999999999994,1
CHEMBL3110021,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnco2)cc1,12.0,0
CHEMBL3947603,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc(-c2ccsc2)on1,0.752,1
CHEMBL55895,O=C(CCCc1ccccc1)NO,2.0,0
CHEMBL3909922,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccc3c(c2N)OCO3)cc1,2.254,0
CHEMBL3946098,CN(C)c1cccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)c1,0.131,1
CHEMBL3655968,O=C(NO)c1cnc(NC2(c3ccccc3C(F)(F)F)CC2)nc1,0.374,1
CHEMBL3891741,CC(C)C1(Nc2ncc(C(=O)NO)cn2)CCN(C(=O)OCc2ccccc2)CC1,0.879,1
CHEMBL3962351,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cnc2ccccc2n1,0.456,1
CHEMBL4091731,NCCCC[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,0.95,1
CHEMBL3655992,O=C(NO)c1cnc(NC2(c3ccc(F)cc3F)CC2)nc1,0.026000000000000002,1
CHEMBL3898287,Nc1ccc(-c2cccs2)cc1NC(=O)CCCCCCNC(=O)c1cccnc1,20.0,0
CHEMBL3233696,O=C(/C=C/c1ccc(OC[C@H](Cc2c[nH]c3ccccc23)NC(=O)Cc2ccccc2)cc1)NO,0.14300000000000002,1
CHEMBL518821,O=C(c1ccc(-c2nc(COc3ccc(-c4nnco4)cc3)no2)s1)C(F)(F)F,0.38,1
CHEMBL3287250,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,0.125683333,1
CHEMBL469134,O=C(CCCCc1cc(C(=O)NO)no1)Nc1nc(-c2ccccc2)cs1,0.03,1
CHEMBL2012815,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2cccc3ccccc23)NC1=O,0.032,1
CHEMBL3918869,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCCC(=O)Nc1ccccc1N,4.3069999999999995,0
CHEMBL1076939,COc1cc(-n2cc(-c3cccc(NC(=O)CCCCCCC(=O)NO)c3)nn2)ccc1F,0.00339,1
CHEMBL3655932,COc1cc(F)ccc1CNc1ncc(C(=O)NO)cn1,0.303,1
CHEMBL3935992,O=C(NO)c1cnc(NC2(c3ccccc3)CCC(F)(F)CC2)nc1,4.38,0
CHEMBL2336043,CCCC(CCC)C(=O)N[C@H](COc1ccc(/C=C/C(=O)NO)cc1OC)Cc1c[nH]c2ccccc12,0.14375,1
CHEMBL3655978,O=C(NO)c1cnc(NC2(c3cccc(F)c3)CCCCC2)nc1,11.222999999999999,0
CHEMBL3758281,O=C(CCCCCC(=O)N/N=C/c1ccc(-c2ccncc2)cc1)NO,0.0018,1
CHEMBL550573,Cc1ccc(C(=O)NCC(=O)NCCC(=O)Nc2ccccc2N)cc1,4.3,0
CHEMBL3311472,O=C(CCCCCCNC(=O)c1ccc2c(c1)CCC(=O)N2)NO,0.085,1
CHEMBL235191,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,1.2,0
CHEMBL253868,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,6.18,0
CHEMBL4074830,O=C(CCCNC(=O)C[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O)NO,3.21,0
CHEMBL3978857,CS(=O)(=O)c1ccc([S+]([O-])NCCCCCC(=O)Nc2ccccc2N)cc1,1.255,0
CHEMBL473271,Nc1ccc(-c2ccccc2F)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,17.39,0
CHEMBL1163778,C[C@H](CCCCC(=O)NO)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,14.5,0
CHEMBL3356920,O=C1CC[C@H](C(=O)N[C@H](CCCCCS)C(=O)Nc2ccccc2)N1,0.138,1
CHEMBL3664027,Nc1cc(F)ccc1NC(=O)c1cnc2c(ccn2CCN2CCOCC2)c1,0.193,1
CHEMBL3526395,C[C@@]12Nc3ccccc3[C@]1(O)CCN2Cc1ccc(/C=C/C(=O)NO)cc1,0.18,1
CHEMBL3969656,COc1ccc2c(c1)cc(C(=O)NCCCCCC(=O)Nc1ccccc1N)n2C,0.10800000000000001,1
CHEMBL3655942,O=C(NO)c1cnc(NC(c2ccccc2)c2ccccc2)nc1,0.237,1
CHEMBL4070647,CC(C)(C)Oc1ccc(C[C@@H]2N=C(c3ccccc3)c3ccccc3N(CCCCC(=O)NO)C2=O)cc1,0.85,1
CHEMBL3656013,O=C(NO)c1cnc(NC2(c3ccc(F)cc3Cl)CC2)nc1,0.057999999999999996,1
CHEMBL3656004,O=C(NO)c1cnc(NC2(c3ccc(C(F)(F)F)cc3)CC2)nc1,0.344,1
CHEMBL3923995,Cc1cnc(-c2nc(C(=O)NCCCCC(=O)NO)c(CC(C)C)s2)s1,0.262,1
CHEMBL4083033,O=C(CCCCN1C(=O)[C@H](Cc2ccc(O)cc2)N=C(c2ccccc2)c2ccccc21)NO,5.29,0
CHEMBL497332,CN(Cc1ccc2nccnc2c1)C(=O)c1ccc(C(=O)C(F)(F)F)s1,0.67,1
CHEMBL3972758,CN(C(=O)N1CCC(Nc2ncc(C(=O)NO)cn2)(c2ccccc2)CC1)c1ccccc1,1.624,0
CHEMBL3655938,O=C(NO)c1cnc(NCc2ccccc2-c2ccccc2)nc1,0.631,1
CHEMBL2063395,CCC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,1.44,0
CHEMBL473479,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,4.33,0
CHEMBL569446,CC(C)C[C@H]1CC(=O)NC(C)(C)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1,0.97,1
CHEMBL3940561,CN1CCN(c2ccc(C(=O)NCCCCCC(=O)Nc3ccccc3N)cc2)CC1,0.094,1
CHEMBL3943942,COCCOc1ccccc1C(=O)NCCCCCC(=O)Nc1ccccc1N,0.642,1
CHEMBL3955013,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)Nc2ccccc2N)c(F)c1,5.4,0
CHEMBL3339020,O=C(CCCCCCC(=O)Nc1cc2c(Nc3cccc(Cl)c3)ncnc2s1)NO,0.00646,1
CHEMBL3655999,O=C(NO)c1cnc(NC2(c3ccccc3)CCC2)nc1,0.521,1
CHEMBL3652236,O=C(NO)c1cnc(Nc2c(F)c(F)cc(F)c2F)nc1,0.6,1
CHEMBL3655931,O=C(NO)c1cnc(NCc2c(Cl)cccc2Cl)nc1,0.401,1
CHEMBL3339017,O=C(CCCCCCC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2s1)NO,0.01188,1
CHEMBL561209,COc1ccc(-c2ccc(/C=C/C(=O)NO)cc2)cc1,84.5,0
CHEMBL3752134,O=C(/C=C/c1ccc(CNc2nccc(-c3cccnc3)n2)cc1)NO,0.113,1
CHEMBL3891027,CCCCCC[C@@H](CCCCCC(=O)Nc1ccccc1)C(=O)NO,530.0,0
CHEMBL3961784,Nc1ccccc1NC(=O)/C=C/CCCNC(=O)c1ccc(N2CCOCC2)cc1,0.485,1
CHEMBL3670680,O=C(NO)c1ccc(CNC(=O)c2[nH]c(-c3cccnc3)cc2-c2ccc(F)cc2)cc1,5.83,0
CHEMBL1093359,Cc1ccc(NC(=O)CCCCC(=O)NO)cc1C,0.055999999999999994,1
CHEMBL3915015,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cccc2cn[nH]c12,0.099,1
CHEMBL3770531,O=C(NCCCCCC(=O)C(F)(F)F)c1nc(-c2nccs2)sc1C1CC1,0.15145,1
CHEMBL4083761,CC(C)(C)OC(=O)n1c(C[C@@H]2N=C(c3ccccc3)c3ccccc3N(CCCCC(=O)NO)C2=O)cc2ccccc21,5.21,0
CHEMBL1076794,Cc1ccccc1NC(=O)CCCCC(=O)NO,1.348,0
CHEMBL3656003,Cc1cccc(C2(Nc3ncc(C(=O)NO)cn3)CC2)c1,0.099,1
CHEMBL490018,CC(/C=C/c1ccccc1)=C\C(=O)NCCCCCC(=O)NO,0.0053,1
CHEMBL3968356,CC(C)(C)OC(=O)NCc1nc(-c2nc(C(=O)NCCCCCC(=O)NO)cs2)cs1,0.174,1
CHEMBL326433,O=C(CCCCCCCS)Nc1ccccc1,0.11,1
CHEMBL468595,Nc1cccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)c1,0.00404,1
CHEMBL3960647,CCCc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,0.127,1
CHEMBL3339027,CCN(CC)c1ccc(Nc2ncnc3sc(NC(=O)CCCCCCC(=O)NO)cc23)cc1,0.03972,1
CHEMBL3309291,CC1(C)CC(=O)Nc2ccc(C(=O)NCc3ccc(/C=C/C(=O)NO)cc3)cc21,0.065,1
CHEMBL235674,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,27.71,0
CHEMBL3900619,Cc1nc(-c2ccccn2)sc1C(=O)NCCCCCC(=O)Nc1ccccc1N,0.185,1
CHEMBL3959685,C=Cc1sc(-c2nccs2)nc1C(=O)NCCCNC(=O)CS,2.245,0
CHEMBL3655959,O=C(NO)c1cnc(NC2(c3ccccc3F)CC2)nc1,0.022000000000000002,1
CHEMBL3601776,O=C(COc1ccc(C(=O)NO)cc1)Nc1ccc2ccnc(Nc3ccc4ccccc4c3)c2c1,0.27574,1
CHEMBL3655975,O=C(NO)c1cnc(NC2(c3cccs3)CC2)nc1,4.252,0
CHEMBL3970532,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,0.3,1
CHEMBL3655910,O=C(NO)c1cnc(Nc2cc(Cl)cc(OC(F)(F)F)c2)nc1,0.745,1
CHEMBL3891420,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)Cc3c[nH]c4ccccc34)CC2)nc1,0.024,1
CHEMBL3934705,O=C(CCCNC(=O)c1nc(-c2nccs2)sc1C1CC1)NO,3.818,0
CHEMBL3218000,C#Cc1cccc(Nc2ncnc3ccc(OCc4ccc(C(=O)Nc5ccccc5N)cc4)cc23)c1,0.55,1
CHEMBL1091474,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccc(F)cc3)nn2)c1)NO,0.0181,1
CHEMBL485771,O=C(c1ccc(C(=O)C(F)(F)F)s1)N1CCC(c2nnc(-c3ccccc3)o2)CC1,2.8,0
CHEMBL3664037,Nc1ccc(F)cc1NC(=O)c1cnc2cc(N3CCNCC3)ccc2c1,0.308,1
CHEMBL524024,O=C(NCC1CCCCC1)c1cnc(C(=O)C(F)(F)F)s1,7.6,0
CHEMBL4079609,O=C(O)CC[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,8.71,0
CHEMBL3987006,Cc1ccc2[nH]c(C(=O)NCCCCCC(=O)Nc3ccccc3N)cc2c1,0.027000000000000003,1
CHEMBL4066043,O=C(NO)c1ccc(CC(=O)N(CCO)c2ccccc2)cc1,1.7,0
CHEMBL3339031,O=C(CCCCCCC(=O)Nc1cc2c(Nc3ccc(N4CCCCC4)c(F)c3)ncnc2s1)NO,0.008190000000000001,1
CHEMBL3920131,Nc1cc(F)ccc1NC(=O)CCCCCNC(=O)c1nccs1,2.3,0
CHEMBL3287022,Cc1nc(-c2nc(C(=O)NCCCCC(=O)NO)cs2)cs1,0.3825,1
CHEMBL3655990,O=C(NO)c1cnc(NC2(c3cccc(C(F)(F)F)c3)CC2)nc1,0.099,1
CHEMBL3923499,Cc1ccc(NC(=O)N2CCC(Nc3ncc(C(=O)NO)cn3)(c3ccccc3)CC2)cc1,0.693,1
CHEMBL3909083,Cc1ccc2cc(C(=O)NCCCCCC(=O)Nc3ccccc3N)[nH]c2c1,0.032,1
CHEMBL3907413,CC(C)C[C@H](C(=O)N1CCC(Nc2ncc(C(=O)NO)cn2)(c2ccccc2)CC1)c1ccccc1,0.914,1
CHEMBL3975640,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc2cccc(F)c2[nH]1,0.040999999999999995,1
CHEMBL3109983,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2c(c1)CN(CC(F)(F)F)C2=O,16.0,0
CHEMBL2046616,O=C(/C=C/c1ccccc1)NCCCCN1CCc2nc(C(=O)NO)sc2C1,26.39,0
CHEMBL3893715,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccsc1,0.233,1
CHEMBL4071528,N#Cc1cccc(Nc2ncnc3cc(NC(=O)CCCCCCC(=O)NO)sc23)c1,0.0198,1
CHEMBL3948150,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc2ccccc2o1,0.308,1
CHEMBL3758735,O=C(CCCCCC(=O)N/N=C/c1ccc(-c2cccs2)cc1)NO,0.0016,1
CHEMBL3735995,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCCC(=O)Nc4ccccc4N)[C@H]3[C@@H]1CC[C@@H]2O,3.18,0
CHEMBL4098136,COc1ccc(C(=O)N[C@H](COc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)Cc2c[nH]c3ccccc23)cc1,0.261,1
CHEMBL3655941,O=C(NO)c1cnc(NCCc2ccccc2-c2ccccc2)nc1,0.873,1
CHEMBL3287020,Cc1nc(-c2nc(C(=O)N[C@H](C(=O)NCCCC(=O)NO)C(C)C)cs2)cs1,1.5785,0
CHEMBL3593413,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2cccc(n2)CNC(=O)C[C@@H](/C=C/CCS)NC1=O,0.0425,1
CHEMBL3984296,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc2c(c1)NC(=O)C2,0.5589999999999999,1
CHEMBL3929319,CC(=O)N1CCC(Nc2ncc(C(=O)NO)cn2)(c2ccccc2)CC1,0.84,1
CHEMBL3309300,CC1(C)CC(=O)Nc2ccc(C(=O)NC[C@H]3CC[C@@H](CCC(=O)NO)CC3)cc21,0.087,1
CHEMBL3929537,CCC(CC)(c1ccc(OCC(=O)NO)c(C)c1)c1cc(C)c(CCC(O)C(C)(C)C)s1,30.5,0
CHEMBL4069828,C[C@@H](O)[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,1.8,0
CHEMBL405072,Nc1ccccc1NC(=O)c1ccccc1,2.8,0
CHEMBL3907690,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccnnc1,2.377,0
CHEMBL3978733,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc2cc(Cl)ccc2[nH]1,0.02,1
CHEMBL1094707,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(C3CCCCC3)nn2)c1)NO,0.0037,1
CHEMBL3984885,CC(C)=Cc1sc(-c2nccs2)nc1C(=O)NCCCNC(=O)CS,0.315,1
CHEMBL4102833,O=C(CCCC(CCC(=O)Nc1ccccc1)Cc1ccccc1)NO,5.8,0
CHEMBL3985895,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(-n2cccc2)cc1,0.185,1
CHEMBL3970364,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cccc(C(F)(F)F)c1,0.4,1
CHEMBL3417211,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)c1cccc(C(=O)Nc3ccccc3N)c1)CC2,10.78,0
CHEMBL3356523,O=C1CCC[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2)N1,0.01,1
CHEMBL3969468,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(F)cc1,0.7,1
CHEMBL3655926,O=C(NO)c1cnc(NCCc2c[nH]c3ccccc23)nc1,0.107,1
CHEMBL3973794,CCOc1cccc2[nH]c(C(=O)NCCCCCC(=O)Nc3ccccc3N)cc12,0.07200000000000001,1
CHEMBL4113844,CC(C)C[C@@H](C(=O)N1CCC(Nc2ncc(C(=O)NO)cn2)(c2ccccc2)CC1)c1ccccc1,0.114,1
CHEMBL3655925,O=C(NO)c1cnc(NCCc2cccc(Cl)c2)nc1,0.13,1
CHEMBL3981202,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc2c(c1)cc(C1CC1)n2CCN1CCOCC1,0.6890000000000001,1
CHEMBL3317810,C[C@@]12CSC(=N1)c1csc(n1)CNC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](Cc1ccccc1)NC2=O,0.0006799999999999999,1
CHEMBL3902539,O=C(CCCCNC(=O)c1nc(-c2nc3c(s2)CCCC3)sc1C1CC1)NO,0.063,1
CHEMBL471043,COC(=O)c1ccc(CO/N=C/c2ccc(/C=C/C(=O)NO)cc2)cc1,0.659,1
CHEMBL3655947,CC(C)(Nc1ncc(C(=O)NO)cn1)c1ccc(F)cc1F,1.3130000000000002,0
CHEMBL3656008,COc1ccc(Cl)cc1C1(Nc2ncc(C(=O)NO)cn2)CC1,0.782,1
CHEMBL1631914,COc1cc2cc(c1)COc1ccccc1NC(=O)[C@H](CCCCCC(=O)NO)OC/C=C\2,0.0557,1
CHEMBL3960364,O=C(CCCCNC(=O)c1nc(-c2nc3c(s2)CCCCCC3)sc1C1CC1)NO,0.17600000000000002,1
CHEMBL496511,CN(Cc1ccccc1)Cc1ccc(C(=O)C(F)(F)F)s1,4.6,0
CHEMBL3356527,O=C(Nc1ccccc1)[C@H](CCCCCS)NC(=O)[C@@H]1CCCNC1=O,0.003,1
CHEMBL3897087,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(OC(F)(F)F)cc1,0.133,1
CHEMBL3975964,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(F)cc1F,0.486,1
CHEMBL1093041,CCc1cccc(NC(=O)CCCCC(=O)NO)c1,0.035,1
CHEMBL3417213,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NCc1ccc(C(=O)Nc3ccccc3N)cc1)CC2,11.23,0
CHEMBL469275,CC(C)(C)OC(=O)Nc1cccc(-c2cc(C(=O)NCCCCC(=O)NO)no2)c1,0.0836,1
CHEMBL3098691,O=C(CCCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc1ccccc1)NO,0.062,1
CHEMBL3217993,Nc1ccccc1NC(=O)c1ccc(COc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,0.51,1
CHEMBL4104247,O=C(NO)c1ccc(CN2c3ccccc3S(=O)(=O)C[C@H]3CCCC[C@H]32)cc1,24.0,0
CHEMBL3968125,CCC(CC)(c1ccc(OCC(O)C(C)(C)C)c(C)c1)c1cc(C)c(CCC(=O)NO)s1,47.3,0
CHEMBL3235790,N#CCc1ccc(-c2ccc(/C=C/C(=O)NO)cc2Cl)cc1C12CC3CC(CC(C3)C1)C2,340.0,0
CHEMBL470843,O=C(/C=C/c1ccc(-c2cc(CN3CCOCC3)on2)cc1)NO,3.14,0
CHEMBL4083750,Cc1cc(F)ccc1Nc1ncnc2cc(NC(=O)CCCCCCC(=O)NO)sc12,0.19662000000000002,1
CHEMBL2390996,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(CCc3ccccc3)CC1)O2)NO,0.13,1
CHEMBL3949667,COc1cccc2cc(C(=O)NCCCCCC(=O)Nc3ccccc3N)[nH]c12,0.055,1
CHEMBL3287259,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1-c1ccc(F)cc1Cl)NO,0.5885,1
CHEMBL3670669,COc1ccc(-c2cc(-c3ccccc3)[nH]c2C(=O)NCc2ccc(C(=O)Nc3ccccn3)cc2)cc1,0.0461,1
CHEMBL3339015,O=C(CCCCCCC(=O)Nc1cc2c(Nc3ccc(F)cc3F)ncnc2s1)NO,0.01685,1
